8.7014 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
8.7023 	INFO 	Loaded monitor calibration from ['2023_02_15 11:47']
9.7486 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F78A341640>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F78A3415E0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F78A341430>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F78F80AB50>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.7490 	EXP 	window1: mouseVisible = True
9.7490 	EXP 	window1: backgroundImage = ''
9.7490 	EXP 	window1: backgroundFit = 'none'
9.7492 	EXP 	window1: mouseVisible = True
9.7494 	EXP 	window1: mouseVisible = True
9.7512 	EXP 	window1: mouseVisible = True
9.7518 	EXP 	window1: mouseVisible = True
9.7684 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7701 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7722 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7742 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7761 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7776 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7793 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7813 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7826 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7840 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7857 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7879 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7897 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7914 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7931 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7948 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7966 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7980 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7995 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8015 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8030 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8033 	DEBUG 	Uploading Texture Font fontname to graphics card
9.8225 	DEBUG 	Upload of Texture Font fontname complete
9.8241 	EXP 	window1: mouseVisible = True
9.8242 	EXP 	window1: mouseVisible = True
9.8249 	EXP 	window1: mouseVisible = True
9.8256 	EXP 	window1: mouseVisible = True
9.8396 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8416 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8435 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8438 	DEBUG 	Uploading Texture Font fontname to graphics card
9.8629 	DEBUG 	Upload of Texture Font fontname complete
9.8651 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.8651 	EXP 	window1: recordFrameIntervals = False
10.0392 	EXP 	window1: recordFrameIntervals = True
10.2225 	EXP 	Screen (0) actual frame rate measured at 60.11Hz
10.2225 	EXP 	window1: recordFrameIntervals = False
10.2226 	EXP 	window1: mouseVisible = False
10.2229 	EXP 	window1: mouseVisible = True
10.2231 	EXP 	window1: mouseVisible = True
10.2239 	EXP 	window1: mouseVisible = True
10.2245 	EXP 	window1: mouseVisible = True
10.2384 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2400 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2419 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2440 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2459 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2479 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2495 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2513 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2534 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2554 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2558 	DEBUG 	Uploading Texture Font fontname to graphics card
10.2564 	DEBUG 	Upload of Texture Font fontname complete
10.2581 	EXP 	window1: mouseVisible = True
10.2582 	EXP 	window1: mouseVisible = True
10.2589 	EXP 	window1: mouseVisible = True
10.2595 	EXP 	window1: mouseVisible = True
10.3190 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
13.6192 	INFO 	keyboard.Keyboard is using iohub backend.
13.6193 	EXP 	slider: status = STARTED
13.6272 	EXP 	window1: mouseVisible = True
13.6277 	EXP 	window1: mouseVisible = True
13.6298 	EXP 	window1: mouseVisible = True
13.6300 	EXP 	window1: mouseVisible = True
13.6306 	EXP 	window1: mouseVisible = True
13.6311 	EXP 	window1: mouseVisible = True
13.6458 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6477 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6499 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6518 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6521 	DEBUG 	Uploading Texture Font fontname to graphics card
13.6537 	DEBUG 	Upload of Texture Font fontname complete
13.6558 	EXP 	window1: mouseVisible = True
13.6560 	EXP 	window1: mouseVisible = True
13.6567 	EXP 	window1: mouseVisible = True
13.6573 	EXP 	window1: mouseVisible = True
13.6726 	EXP 	window1: mouseVisible = True
13.6727 	EXP 	window1: mouseVisible = True
13.6734 	EXP 	window1: mouseVisible = True
13.6740 	EXP 	window1: mouseVisible = True
13.6899 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6902 	DEBUG 	Uploading Texture Font fontname to graphics card
13.7035 	DEBUG 	Upload of Texture Font fontname complete
13.7055 	EXP 	window1: mouseVisible = True
13.7057 	EXP 	window1: mouseVisible = True
13.7063 	EXP 	window1: mouseVisible = True
13.7069 	EXP 	window1: mouseVisible = True
13.7209 	EXP 	window1: mouseVisible = True
13.7246 	EXP 	window1: mouseVisible = True
13.7688 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['Not at all (0%)', 'All of it (100%)'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.2]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='slider', styleTweaks=['labels45', 'triangleMarker'], ticks=array([  0, 100]), units='height', win=Window(...))
0.0216 	EXP 	slider: autoLog = True
0.0216 	EXP 	slider: styleTweaks = []
0.0216 	EXP 	slider: styleTweaks = []
0.0216 	EXP 	slider: styleTweaks = ['labels45', 'triangleMarker']
0.0216 	EXP 	slider: styleTweaks = ['labels45', 'triangleMarker']
0.0216 	EXP 	slider: contrast = 1.0
0.0216 	EXP 	slider: markerPos = None
0.0216 	EXP 	slider: autoLog = True
0.0701 	EXP 	slider: markerPos = None
0.0701 	EXP 	slider: markerPos = None
0.0701 	EXP 	slider: autoDraw = True
49.6264 	DATA 	Mouse: Left button down, pos=(187,171)
49.6521 	EXP 	slider: markerPos = 14.500000000000002
49.6687 	EXP 	slider: markerPos = 14.500000000000002
49.6856 	EXP 	slider: markerPos = 14.500000000000002
49.7019 	EXP 	slider: markerPos = 14.500000000000002
49.7187 	EXP 	slider: markerPos = 14.500000000000002
49.7355 	EXP 	slider: markerPos = 14.500000000000002
49.7519 	EXP 	slider: markerPos = 14.500000000000002
49.7686 	EXP 	slider: markerPos = 14.500000000000002
49.7855 	EXP 	slider: markerPos = 14.500000000000002
49.8019 	EXP 	slider: markerPos = 14.500000000000002
49.8187 	EXP 	slider: markerPos = 14.500000000000002
49.8355 	EXP 	slider: markerPos = 14.500000000000002
49.8524 	EXP 	slider: markerPos = 14.833333333333332
49.8687 	EXP 	slider: markerPos = 17.166666666666668
49.8854 	EXP 	slider: markerPos = 21.333333333333332
49.9020 	EXP 	slider: markerPos = 27.500000000000004
49.9184 	EXP 	slider: markerPos = 35.0
49.9354 	EXP 	slider: markerPos = 40.0
49.9520 	EXP 	slider: markerPos = 42.833333333333336
49.9684 	EXP 	slider: markerPos = 43.666666666666664
49.9851 	EXP 	slider: markerPos = 43.666666666666664
50.0018 	EXP 	slider: markerPos = 43.666666666666664
50.0183 	EXP 	slider: markerPos = 43.666666666666664
50.0352 	EXP 	slider: markerPos = 43.666666666666664
50.0518 	EXP 	slider: markerPos = 43.666666666666664
50.0683 	EXP 	slider: markerPos = 43.666666666666664
50.0852 	EXP 	slider: markerPos = 43.666666666666664
50.1018 	EXP 	slider: markerPos = 43.666666666666664
50.1183 	EXP 	slider: markerPos = 43.666666666666664
50.1352 	EXP 	slider: markerPos = 43.666666666666664
50.1464 	DATA 	Mouse:  Left button up, pos=(362,150)
50.1517 	EXP 	slider: markerPos = 43.666666666666664
50.1683 	EXP 	slider: markerPos = 43.666666666666664
51.1062 	DATA 	Mouse: Left button down, pos=(389,181)
51.1183 	EXP 	slider: markerPos = 48.16666666666667
51.1350 	EXP 	slider: markerPos = 48.16666666666667
51.1514 	EXP 	slider: markerPos = 48.16666666666667
51.1682 	EXP 	slider: markerPos = 48.16666666666667
51.1851 	EXP 	slider: markerPos = 48.16666666666667
51.2015 	EXP 	slider: markerPos = 48.16666666666667
51.2127 	DATA 	Mouse:  Left button up, pos=(389,181)
51.2182 	EXP 	slider: markerPos = 48.16666666666667
51.2350 	EXP 	slider: markerPos = 48.16666666666667
51.4379 	DATA 	Mouse: Left button down, pos=(407,180)
51.4514 	EXP 	slider: markerPos = 51.16666666666667
51.4680 	EXP 	slider: markerPos = 51.16666666666667
51.4848 	EXP 	slider: markerPos = 51.16666666666667
51.5012 	EXP 	slider: markerPos = 51.16666666666667
51.5179 	EXP 	slider: markerPos = 51.16666666666667
51.5347 	EXP 	slider: markerPos = 51.16666666666667
51.5376 	DATA 	Mouse:  Left button up, pos=(407,180)
51.5512 	EXP 	slider: markerPos = 51.16666666666667
52.0600 	DATA 	Mouse: Left button down, pos=(416,155)
52.0848 	EXP 	slider: markerPos = 52.666666666666664
52.1014 	EXP 	slider: markerPos = 52.666666666666664
52.1177 	EXP 	slider: markerPos = 52.666666666666664
52.1347 	EXP 	slider: markerPos = 52.666666666666664
52.1513 	EXP 	slider: markerPos = 52.666666666666664
52.1679 	EXP 	slider: markerPos = 52.666666666666664
