thisRow.t,notes,trial.started,slider.started,trial.stopped,slider.response,slider.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.02576730000146199,0.07622670001001097,2.6775458000047365,3.0,2.6296469000080833,363789,001,2024-06-19_13h50.05.204,slider,2024.1.3,None,2024-06-19 13h51.28.270620 -0700,
