14.7789 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
14.7797 	INFO 	Loaded monitor calibration from ['2023_02_15 11:47']
15.8134 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001818A1214C0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001818A121460>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001818A1212B0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001818E65B9D0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.8135 	EXP 	window1: mouseVisible = True
15.8135 	EXP 	window1: backgroundImage = ''
15.8135 	EXP 	window1: backgroundFit = 'none'
15.8137 	EXP 	window1: mouseVisible = True
15.8139 	EXP 	window1: mouseVisible = True
15.8156 	EXP 	window1: mouseVisible = True
15.8163 	EXP 	window1: mouseVisible = True
15.8330 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8349 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8369 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8390 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8411 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8427 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8445 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8466 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8481 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8495 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8514 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8533 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8552 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8571 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8590 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8610 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8630 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8645 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8661 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8683 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8699 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.8702 	DEBUG 	Uploading Texture Font fontname to graphics card
15.8890 	DEBUG 	Upload of Texture Font fontname complete
15.8908 	EXP 	window1: mouseVisible = True
15.8909 	EXP 	window1: mouseVisible = True
15.8917 	EXP 	window1: mouseVisible = True
15.8923 	EXP 	window1: mouseVisible = True
15.9072 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9094 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9116 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.9118 	DEBUG 	Uploading Texture Font fontname to graphics card
15.9311 	DEBUG 	Upload of Texture Font fontname complete
15.9334 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.9335 	EXP 	window1: recordFrameIntervals = False
16.1027 	EXP 	window1: recordFrameIntervals = True
16.2865 	EXP 	Screen (0) actual frame rate measured at 59.97Hz
16.2865 	EXP 	window1: recordFrameIntervals = False
16.2866 	EXP 	window1: mouseVisible = False
16.2874 	EXP 	window1: mouseVisible = True
16.2875 	EXP 	window1: mouseVisible = True
16.2883 	EXP 	window1: mouseVisible = True
16.2889 	EXP 	window1: mouseVisible = True
16.3029 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.3043 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.3061 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.3081 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.3100 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.3119 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.3138 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.3159 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.3178 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.3197 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.3200 	DEBUG 	Uploading Texture Font fontname to graphics card
16.3206 	DEBUG 	Upload of Texture Font fontname complete
16.3222 	EXP 	window1: mouseVisible = True
16.3224 	EXP 	window1: mouseVisible = True
16.3230 	EXP 	window1: mouseVisible = True
16.3236 	EXP 	window1: mouseVisible = True
16.3672 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
19.8489 	INFO 	keyboard.Keyboard is using iohub backend.
19.8489 	EXP 	slider: status = STARTED
19.8565 	EXP 	window1: mouseVisible = True
19.8570 	EXP 	window1: mouseVisible = True
19.8646 	EXP 	window1: mouseVisible = True
19.8647 	EXP 	window1: mouseVisible = True
19.8654 	EXP 	window1: mouseVisible = True
19.8660 	EXP 	window1: mouseVisible = True
19.8849 	EXP 	window1: mouseVisible = True
19.8851 	EXP 	window1: mouseVisible = True
19.8857 	EXP 	window1: mouseVisible = True
19.8864 	EXP 	window1: mouseVisible = True
19.8992 	EXP 	window1: mouseVisible = True
19.8993 	EXP 	window1: mouseVisible = True
19.8999 	EXP 	window1: mouseVisible = True
19.9005 	EXP 	window1: mouseVisible = True
19.9136 	EXP 	window1: mouseVisible = True
19.9138 	EXP 	window1: mouseVisible = True
19.9144 	EXP 	window1: mouseVisible = True
19.9150 	EXP 	window1: mouseVisible = True
19.9276 	EXP 	window1: mouseVisible = True
19.9291 	EXP 	window1: mouseVisible = True
19.9632 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['Not at all', 'All of it'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='slider', styleTweaks=[], ticks=array([  0, 100]), units='height', win=Window(...))
0.0217 	EXP 	slider: autoLog = True
0.0217 	EXP 	slider: styleTweaks = []
0.0217 	EXP 	slider: styleTweaks = []
0.0217 	EXP 	slider: styleTweaks = []
0.0217 	EXP 	slider: styleTweaks = []
0.0217 	EXP 	slider: contrast = 1.0
0.0217 	EXP 	slider: markerPos = None
0.0217 	EXP 	slider: autoLog = True
0.0713 	EXP 	slider: markerPos = None
0.0713 	EXP 	slider: markerPos = None
0.0713 	EXP 	slider: autoDraw = True
4.8899 	DATA 	Mouse: Left button down, pos=(100,57)
4.9030 	EXP 	slider: markerPos = 0.16666666666666496
4.9197 	EXP 	slider: markerPos = 0.3333333333333355
4.9364 	EXP 	slider: markerPos = 0.3333333333333355
4.9533 	EXP 	slider: markerPos = 0.3333333333333355
4.9695 	EXP 	slider: markerPos = 0.3333333333333355
4.9863 	EXP 	slider: markerPos = 0.3333333333333355
5.0032 	EXP 	slider: markerPos = 0.3333333333333355
5.0194 	EXP 	slider: markerPos = 0.3333333333333355
5.0362 	EXP 	slider: markerPos = 0.3333333333333355
5.0530 	EXP 	slider: markerPos = 0.3333333333333355
5.0694 	EXP 	slider: markerPos = 1.0000000000000009
5.0862 	EXP 	slider: markerPos = 1.6666666666666663
5.1029 	EXP 	slider: markerPos = 3.166666666666668
5.1196 	EXP 	slider: markerPos = 7.666666666666666
