thisRow.t,notes,trial.started,slider.started,trial.stopped,slider.response,slider.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.025964300002669916,0.09216949999972712,2.02644610000425,5.0,1.9759011999994982,743620,001,2024-06-19_13h50.03.250,slider,2024.1.3,None,2024-06-19 13h51.37.119114 -0700,
