PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Question_id,KeyPressed,CorrectAns,Correct
26,2024/ 09/ 09,1725914802,0,D,R1,Q1,d,d,1
26,2024/ 09/ 09,1725914802,0,D,R1,Q2,c,c,1
26,2024/ 09/ 09,1725914802,0,D,R1,Q3,b,b,1
26,2024/ 09/ 09,1725914802,1,ND,R2,Q1,c,c,1
26,2024/ 09/ 09,1725914802,1,ND,R2,Q2,a,a,1
26,2024/ 09/ 09,1725914802,1,ND,R2,Q3,e,c,0
26,2024/ 09/ 09,1725914802,2,D,R3,Q1,b,b,1
26,2024/ 09/ 09,1725914802,2,D,R3,Q2,d,d,1
26,2024/ 09/ 09,1725914802,2,D,R3,Q3,d,b,0
26,2024/ 09/ 09,1725914802,3,ND,R4,Q1,c,c,1
26,2024/ 09/ 09,1725914802,3,ND,R4,Q2,b,b,1
26,2024/ 09/ 09,1725914802,3,ND,R4,Q3,c,c,1
26,2024/ 09/ 09,1725914802,4,D,R5,Q1,b,b,1
26,2024/ 09/ 09,1725914802,4,D,R5,Q2,d,d,1
26,2024/ 09/ 09,1725914802,4,D,R5,Q3,c,c,1
26,2024/ 09/ 09,1725914802,5,ND,R6,Q1,d,d,1
26,2024/ 09/ 09,1725914802,5,ND,R6,Q2,c,c,1
26,2024/ 09/ 09,1725914802,5,ND,R6,Q3,b,b,1
26,2024/ 09/ 09,1725914802,6,D,R7,Q1,d,d,1
26,2024/ 09/ 09,1725914802,6,D,R7,Q2,b,b,1
26,2024/ 09/ 09,1725914802,6,D,R7,Q3,e,e,1
26,2024/ 09/ 09,1725914802,7,ND,R8,Q1,c,c,1
26,2024/ 09/ 09,1725914802,7,ND,R8,Q2,c,c,1
26,2024/ 09/ 09,1725914802,7,ND,R8,Q3,d,d,1
