PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Question_id,KeyPressed,CorrectAns,Correct
2,2024/ 08/ 19,1724084766,0,D,R1,Q1,a,d,0
2,2024/ 08/ 19,1724084766,0,D,R1,Q2,c,c,1
2,2024/ 08/ 19,1724084766,0,D,R1,Q3,d,b,0
2,2024/ 08/ 19,1724084766,1,ND,R2,Q1,c,c,1
2,2024/ 08/ 19,1724084766,1,ND,R2,Q2,c,a,0
2,2024/ 08/ 19,1724084766,1,ND,R2,Q3,d,c,0
2,2024/ 08/ 19,1724084766,2,D,R3,Q1,e,b,0
2,2024/ 08/ 19,1724084766,2,D,R3,Q2,e,d,0
2,2024/ 08/ 19,1724084766,2,D,R3,Q3,d,b,0
2,2024/ 08/ 19,1724084766,3,ND,R4,Q1,c,c,1
2,2024/ 08/ 19,1724084766,3,ND,R4,Q2,b,b,1
2,2024/ 08/ 19,1724084766,3,ND,R4,Q3,c,c,1
2,2024/ 08/ 19,1724084766,4,D,R5,Q1,a,b,0
2,2024/ 08/ 19,1724084766,4,D,R5,Q2,d,d,1
2,2024/ 08/ 19,1724084766,4,D,R5,Q3,c,c,1
2,2024/ 08/ 19,1724084766,5,ND,R6,Q1,d,d,1
2,2024/ 08/ 19,1724084766,5,ND,R6,Q2,c,c,1
2,2024/ 08/ 19,1724084766,5,ND,R6,Q3,b,b,1
2,2024/ 08/ 19,1724084766,6,D,R7,Q1,b,d,0
2,2024/ 08/ 19,1724084766,6,D,R7,Q2,b,b,1
2,2024/ 08/ 19,1724084766,6,D,R7,Q3,c,e,0
2,2024/ 08/ 19,1724084766,7,ND,R8,Q1,c,c,1
2,2024/ 08/ 19,1724084766,7,ND,R8,Q2,c,c,1
2,2024/ 08/ 19,1724084766,7,ND,R8,Q3,e,d,0
