PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Question_id,KeyPressed,CorrectAns,Correct
10,2024/ 08/ 23,1724440184,0,D,R1,Q1,d,d,1
10,2024/ 08/ 23,1724440184,0,D,R1,Q2,b,c,0
10,2024/ 08/ 23,1724440184,0,D,R1,Q3,b,b,1
10,2024/ 08/ 23,1724440184,1,ND,R2,Q1,c,c,1
10,2024/ 08/ 23,1724440184,1,ND,R2,Q2,a,a,1
10,2024/ 08/ 23,1724440184,1,ND,R2,Q3,b,c,0
10,2024/ 08/ 23,1724440184,2,D,R3,Q1,b,b,1
10,2024/ 08/ 23,1724440184,2,D,R3,Q2,e,d,0
10,2024/ 08/ 23,1724440184,2,D,R3,Q3,b,b,1
10,2024/ 08/ 23,1724440184,3,ND,R4,Q1,c,c,1
10,2024/ 08/ 23,1724440184,3,ND,R4,Q2,b,b,1
10,2024/ 08/ 23,1724440184,3,ND,R4,Q3,c,c,1
10,2024/ 08/ 23,1724440184,4,D,R5,Q1,b,b,1
10,2024/ 08/ 23,1724440184,4,D,R5,Q2,d,d,1
10,2024/ 08/ 23,1724440184,4,D,R5,Q3,c,c,1
10,2024/ 08/ 23,1724440184,5,ND,R6,Q1,d,d,1
10,2024/ 08/ 23,1724440184,5,ND,R6,Q2,b,c,0
10,2024/ 08/ 23,1724440184,5,ND,R6,Q3,b,b,1
10,2024/ 08/ 23,1724440184,6,D,R7,Q1,d,d,1
10,2024/ 08/ 23,1724440184,6,D,R7,Q2,b,b,1
10,2024/ 08/ 23,1724440184,6,D,R7,Q3,b,e,0
10,2024/ 08/ 23,1724440184,7,ND,R8,Q1,b,c,0
10,2024/ 08/ 23,1724440184,7,ND,R8,Q2,c,c,1
10,2024/ 08/ 23,1724440184,7,ND,R8,Q3,e,d,0
