PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Question_id,KeyPressed,CorrectAns,Correct
4,2024/ 08/ 19,1724108446,0,ND,R1,Q1,d,d,1
4,2024/ 08/ 19,1724108446,0,ND,R1,Q2,c,c,1
4,2024/ 08/ 19,1724108446,0,ND,R1,Q3,b,b,1
4,2024/ 08/ 19,1724108446,1,ND,R2,Q1,c,c,1
4,2024/ 08/ 19,1724108446,1,ND,R2,Q2,a,a,1
4,2024/ 08/ 19,1724108446,1,ND,R2,Q3,c,c,1
4,2024/ 08/ 19,1724108446,2,D,R3,Q1,b,b,1
4,2024/ 08/ 19,1724108446,2,D,R3,Q2,a,d,0
4,2024/ 08/ 19,1724108446,2,D,R3,Q3,c,b,0
4,2024/ 08/ 19,1724108446,3,D,R4,Q1,c,c,1
4,2024/ 08/ 19,1724108446,3,D,R4,Q2,b,b,1
4,2024/ 08/ 19,1724108446,3,D,R4,Q3,c,c,1
4,2024/ 08/ 19,1724108446,4,ND,R5,Q1,b,b,1
4,2024/ 08/ 19,1724108446,4,ND,R5,Q2,d,d,1
4,2024/ 08/ 19,1724108446,4,ND,R5,Q3,c,c,1
4,2024/ 08/ 19,1724108446,5,ND,R6,Q1,a,d,0
4,2024/ 08/ 19,1724108446,5,ND,R6,Q2,c,c,1
4,2024/ 08/ 19,1724108446,5,ND,R6,Q3,b,b,1
4,2024/ 08/ 19,1724108446,6,D,R7,Q1,e,d,0
4,2024/ 08/ 19,1724108446,6,D,R7,Q2,d,b,0
4,2024/ 08/ 19,1724108446,6,D,R7,Q3,e,e,1
4,2024/ 08/ 19,1724108446,7,D,R8,Q1,c,c,1
4,2024/ 08/ 19,1724108446,7,D,R8,Q2,e,c,0
4,2024/ 08/ 19,1724108446,7,D,R8,Q3,a,d,0
