PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Question_id,KeyPressed,CorrectAns,Correct
27,2024/ 09/ 09,1725919650,0,D,R1,Q1,d,d,1
27,2024/ 09/ 09,1725919650,0,D,R1,Q2,b,c,0
27,2024/ 09/ 09,1725919650,0,D,R1,Q3,b,b,1
27,2024/ 09/ 09,1725919650,1,D,R2,Q1,e,c,0
27,2024/ 09/ 09,1725919650,1,D,R2,Q2,b,a,0
27,2024/ 09/ 09,1725919650,1,D,R2,Q3,e,c,0
27,2024/ 09/ 09,1725919650,2,ND,R3,Q1,b,b,1
27,2024/ 09/ 09,1725919650,2,ND,R3,Q2,e,d,0
27,2024/ 09/ 09,1725919650,2,ND,R3,Q3,b,b,1
27,2024/ 09/ 09,1725919650,3,ND,R4,Q1,c,c,1
27,2024/ 09/ 09,1725919650,3,ND,R4,Q2,b,b,1
27,2024/ 09/ 09,1725919650,3,ND,R4,Q3,c,c,1
27,2024/ 09/ 09,1725919650,4,D,R5,Q1,c,b,0
27,2024/ 09/ 09,1725919650,4,D,R5,Q2,d,d,1
27,2024/ 09/ 09,1725919650,4,D,R5,Q3,c,c,1
27,2024/ 09/ 09,1725919650,5,D,R6,Q1,d,d,1
27,2024/ 09/ 09,1725919650,5,D,R6,Q2,c,c,1
27,2024/ 09/ 09,1725919650,5,D,R6,Q3,d,b,0
27,2024/ 09/ 09,1725919650,6,ND,R7,Q1,b,d,0
27,2024/ 09/ 09,1725919650,6,ND,R7,Q2,b,b,1
27,2024/ 09/ 09,1725919650,6,ND,R7,Q3,e,e,1
27,2024/ 09/ 09,1725919650,7,ND,R8,Q1,c,c,1
27,2024/ 09/ 09,1725919650,7,ND,R8,Q2,c,c,1
27,2024/ 09/ 09,1725919650,7,ND,R8,Q3,d,d,1
