PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Question_id,KeyPressed,CorrectAns,Correct
28,2024/ 09/ 10,1725991022,0,ND,R1,Q1,b,d,0
28,2024/ 09/ 10,1725991022,0,ND,R1,Q2,c,c,1
28,2024/ 09/ 10,1725991022,0,ND,R1,Q3,b,b,1
28,2024/ 09/ 10,1725991022,1,ND,R2,Q1,e,c,0
28,2024/ 09/ 10,1725991022,1,ND,R2,Q2,a,a,1
28,2024/ 09/ 10,1725991022,1,ND,R2,Q3,b,c,0
28,2024/ 09/ 10,1725991022,2,D,R3,Q1,b,b,1
28,2024/ 09/ 10,1725991022,2,D,R3,Q2,d,d,1
28,2024/ 09/ 10,1725991022,2,D,R3,Q3,c,b,0
28,2024/ 09/ 10,1725991022,3,D,R4,Q1,b,c,0
28,2024/ 09/ 10,1725991022,3,D,R4,Q2,c,b,0
28,2024/ 09/ 10,1725991022,3,D,R4,Q3,c,c,1
28,2024/ 09/ 10,1725991022,4,ND,R5,Q1,b,b,1
28,2024/ 09/ 10,1725991022,4,ND,R5,Q2,d,d,1
28,2024/ 09/ 10,1725991022,4,ND,R5,Q3,c,c,1
28,2024/ 09/ 10,1725991022,5,ND,R6,Q1,d,d,1
28,2024/ 09/ 10,1725991022,5,ND,R6,Q2,e,c,0
28,2024/ 09/ 10,1725991022,5,ND,R6,Q3,b,b,1
28,2024/ 09/ 10,1725991022,6,D,R7,Q1,c,d,0
28,2024/ 09/ 10,1725991022,6,D,R7,Q2,a,b,0
28,2024/ 09/ 10,1725991022,6,D,R7,Q3,e,e,1
28,2024/ 09/ 10,1725991022,7,D,R8,Q1,a,c,0
28,2024/ 09/ 10,1725991022,7,D,R8,Q2,c,c,1
28,2024/ 09/ 10,1725991022,7,D,R8,Q3,a,d,0
