PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Question_id,KeyPressed,CorrectAns,Correct
23,2024/ 09/ 05,1725577057,0,D,R1,Q1,d,d,1
23,2024/ 09/ 05,1725577057,0,D,R1,Q2,c,c,1
23,2024/ 09/ 05,1725577057,0,D,R1,Q3,b,b,1
23,2024/ 09/ 05,1725577057,1,D,R2,Q1,c,c,1
23,2024/ 09/ 05,1725577057,1,D,R2,Q2,b,a,0
23,2024/ 09/ 05,1725577057,1,D,R2,Q3,c,c,1
23,2024/ 09/ 05,1725577057,2,ND,R3,Q1,b,b,1
23,2024/ 09/ 05,1725577057,2,ND,R3,Q2,d,d,1
23,2024/ 09/ 05,1725577057,2,ND,R3,Q3,b,b,1
23,2024/ 09/ 05,1725577057,3,ND,R4,Q1,d,c,0
23,2024/ 09/ 05,1725577057,3,ND,R4,Q2,b,b,1
23,2024/ 09/ 05,1725577057,3,ND,R4,Q3,c,c,1
23,2024/ 09/ 05,1725577057,4,D,R5,Q1,b,b,1
23,2024/ 09/ 05,1725577057,4,D,R5,Q2,d,d,1
23,2024/ 09/ 05,1725577057,4,D,R5,Q3,c,c,1
23,2024/ 09/ 05,1725577057,5,D,R6,Q1,d,d,1
23,2024/ 09/ 05,1725577057,5,D,R6,Q2,c,c,1
23,2024/ 09/ 05,1725577057,5,D,R6,Q3,b,b,1
23,2024/ 09/ 05,1725577057,6,ND,R7,Q1,c,d,0
23,2024/ 09/ 05,1725577057,6,ND,R7,Q2,b,b,1
23,2024/ 09/ 05,1725577057,6,ND,R7,Q3,e,e,1
23,2024/ 09/ 05,1725577057,7,ND,R8,Q1,c,c,1
23,2024/ 09/ 05,1725577057,7,ND,R8,Q2,c,c,1
23,2024/ 09/ 05,1725577057,7,ND,R8,Q3,e,d,0
