PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Question_id,KeyPressed,CorrectAns,Correct
12,2024/ 08/ 27,1724798193,0,ND,R1,Q1,b,d,0
12,2024/ 08/ 27,1724798193,0,ND,R1,Q2,c,c,1
12,2024/ 08/ 27,1724798193,0,ND,R1,Q3,e,b,0
12,2024/ 08/ 27,1724798193,1,ND,R2,Q1,c,c,1
12,2024/ 08/ 27,1724798193,1,ND,R2,Q2,a,a,1
12,2024/ 08/ 27,1724798193,1,ND,R2,Q3,b,c,0
12,2024/ 08/ 27,1724798193,2,D,R3,Q1,b,b,1
12,2024/ 08/ 27,1724798193,2,D,R3,Q2,d,d,1
12,2024/ 08/ 27,1724798193,2,D,R3,Q3,d,b,0
12,2024/ 08/ 27,1724798193,3,D,R4,Q1,d,c,0
12,2024/ 08/ 27,1724798193,3,D,R4,Q2,d,b,0
12,2024/ 08/ 27,1724798193,3,D,R4,Q3,c,c,1
12,2024/ 08/ 27,1724798193,4,ND,R5,Q1,b,b,1
12,2024/ 08/ 27,1724798193,4,ND,R5,Q2,d,d,1
12,2024/ 08/ 27,1724798193,4,ND,R5,Q3,c,c,1
12,2024/ 08/ 27,1724798193,5,ND,R6,Q1,d,d,1
12,2024/ 08/ 27,1724798193,5,ND,R6,Q2,c,c,1
12,2024/ 08/ 27,1724798193,5,ND,R6,Q3,b,b,1
12,2024/ 08/ 27,1724798193,6,D,R7,Q1,b,d,0
12,2024/ 08/ 27,1724798193,6,D,R7,Q2,b,b,1
12,2024/ 08/ 27,1724798193,6,D,R7,Q3,e,e,1
12,2024/ 08/ 27,1724798193,7,D,R8,Q1,c,c,1
12,2024/ 08/ 27,1724798193,7,D,R8,Q2,c,c,1
12,2024/ 08/ 27,1724798193,7,D,R8,Q3,b,d,0
