PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Question_id,KeyPressed,CorrectAns,Correct
14,2024/ 08/ 29,1724950783,0,D,R1,Q1,d,d,1
14,2024/ 08/ 29,1724950783,0,D,R1,Q2,e,c,0
14,2024/ 08/ 29,1724950783,0,D,R1,Q3,d,b,0
14,2024/ 08/ 29,1724950783,1,ND,R2,Q1,c,c,1
14,2024/ 08/ 29,1724950783,1,ND,R2,Q2,a,a,1
14,2024/ 08/ 29,1724950783,1,ND,R2,Q3,c,c,1
14,2024/ 08/ 29,1724950783,2,D,R3,Q1,b,b,1
14,2024/ 08/ 29,1724950783,2,D,R3,Q2,d,d,1
14,2024/ 08/ 29,1724950783,2,D,R3,Q3,b,b,1
14,2024/ 08/ 29,1724950783,3,ND,R4,Q1,c,c,1
14,2024/ 08/ 29,1724950783,3,ND,R4,Q2,b,b,1
14,2024/ 08/ 29,1724950783,3,ND,R4,Q3,c,c,1
14,2024/ 08/ 29,1724950783,4,D,R5,Q1,b,b,1
14,2024/ 08/ 29,1724950783,4,D,R5,Q2,e,d,0
14,2024/ 08/ 29,1724950783,4,D,R5,Q3,c,c,1
14,2024/ 08/ 29,1724950783,5,ND,R6,Q1,d,d,1
14,2024/ 08/ 29,1724950783,5,ND,R6,Q2,c,c,1
14,2024/ 08/ 29,1724950783,5,ND,R6,Q3,b,b,1
14,2024/ 08/ 29,1724950783,6,D,R7,Q1,c,d,0
14,2024/ 08/ 29,1724950783,6,D,R7,Q2,a,b,0
14,2024/ 08/ 29,1724950783,6,D,R7,Q3,a,e,0
