PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Question_id,KeyPressed,CorrectAns,Correct
20,2024/ 09/ 04,1725491508,0,ND,R1,Q1,b,d,0
20,2024/ 09/ 04,1725491508,0,ND,R1,Q2,c,c,1
20,2024/ 09/ 04,1725491508,0,ND,R1,Q3,b,b,1
20,2024/ 09/ 04,1725491508,1,ND,R2,Q1,d,c,0
20,2024/ 09/ 04,1725491508,1,ND,R2,Q2,a,a,1
20,2024/ 09/ 04,1725491508,1,ND,R2,Q3,d,c,0
20,2024/ 09/ 04,1725491508,2,D,R3,Q1,e,b,0
20,2024/ 09/ 04,1725491508,2,D,R3,Q2,d,d,1
20,2024/ 09/ 04,1725491508,2,D,R3,Q3,c,b,0
20,2024/ 09/ 04,1725491508,3,D,R4,Q1,c,c,1
20,2024/ 09/ 04,1725491508,3,D,R4,Q2,c,b,0
20,2024/ 09/ 04,1725491508,3,D,R4,Q3,c,c,1
20,2024/ 09/ 04,1725491508,4,ND,R5,Q1,a,b,0
20,2024/ 09/ 04,1725491508,4,ND,R5,Q2,e,d,0
20,2024/ 09/ 04,1725491508,4,ND,R5,Q3,c,c,1
20,2024/ 09/ 04,1725491508,5,ND,R6,Q1,d,d,1
20,2024/ 09/ 04,1725491508,5,ND,R6,Q2,d,c,0
20,2024/ 09/ 04,1725491508,5,ND,R6,Q3,b,b,1
20,2024/ 09/ 04,1725491508,6,D,R7,Q1,c,d,0
20,2024/ 09/ 04,1725491508,6,D,R7,Q2,c,b,0
20,2024/ 09/ 04,1725491508,6,D,R7,Q3,a,e,0
20,2024/ 09/ 04,1725491508,7,D,R8,Q1,b,c,0
20,2024/ 09/ 04,1725491508,7,D,R8,Q2,a,c,0
20,2024/ 09/ 04,1725491508,7,D,R8,Q3,e,d,0
