band,channel,coef,p_value,p_value_corrected,significant
theta,1Z,-0.005878474934048268,0.6785934672534166,0.9795105997518307,False
theta,2Z,-0.007956222776361007,0.5388871043388643,0.9795105997518307,False
theta,3Z,-0.0013609395969581461,0.8807206782213862,0.9795105997518307,False
theta,4Z,-0.008255556366816035,0.16765752893086938,0.9795105997518307,False
theta,6Z,-0.0016055478994046724,0.5155800182842107,0.9795105997518307,False
theta,7Z,0.00328167967252222,0.7277347154624587,0.9795105997518307,False
theta,8Z,-0.002077135446268072,0.8662526214438482,0.9795105997518307,False
theta,9Z,-0.013065114416776505,0.2708416460119971,0.9795105997518307,False
theta,1L,-0.008032471530153339,0.5192343266777666,0.9795105997518307,False
theta,2L,-0.0020922322264681414,0.871117456814573,0.9795105997518307,False
theta,3L,0.00030806603594910997,0.9776747978139589,0.9795105997518307,False
theta,4L,0.0018108450623941414,0.8154576630703131,0.9795105997518307,False
theta,5L,0.002646406508219964,0.47861148448659163,0.9795105997518307,False
theta,6L,-0.0002504255522524251,0.9367400693604706,0.9795105997518307,False
theta,7L,0.0008113580840906534,0.8863837499269688,0.9795105997518307,False
theta,8L,-0.004064468219018679,0.7452311815664701,0.9795105997518307,False
theta,9L,-0.00864628010775715,0.48431461076710014,0.9795105997518307,False
theta,10L,-0.006119647377694102,0.6882769967756017,0.9795105997518307,False
theta,1R,-0.005968166883629925,0.6822672551434295,0.9795105997518307,False
theta,2R,0.003003709611785476,0.8176169005323894,0.9795105997518307,False
theta,3R,0.001855216024225345,0.8492801303487644,0.9795105997518307,False
theta,4R,-0.003541786916299561,0.5066549223571017,0.9795105997518307,False
theta,5R,-0.00321518738183817,0.1724401847118453,0.9795105997518307,False
theta,6R,0.0014774128768435186,0.40427742323323146,0.9795105997518307,False
theta,7R,-0.0018112723425489693,0.7706062575567194,0.9795105997518307,False
theta,8R,0.0005624084022611181,0.9608722215768646,0.9795105997518307,False
theta,9R,-0.004841399807762644,0.6735740282427489,0.9795105997518307,False
theta,10R,-0.012693622597229655,0.31973775582380826,0.9795105997518307,False
theta,1LA,0.005805905730362842,0.5748257942170807,0.9795105997518307,False
theta,2LA,-0.0010922348772538692,0.8929802169933753,0.9795105997518307,False
theta,3LA,0.0014851014106705524,0.7102403666328782,0.9795105997518307,False
theta,1LB,0.001349074439693916,0.9270325801794341,0.9795105997518307,False
theta,2LB,0.005507035491999506,0.7264375229626233,0.9795105997518307,False
theta,3LB,-0.0005862430181486724,0.9612467791958066,0.9795105997518307,False
theta,4LB,-0.001129909885100774,0.9053589332891945,0.9795105997518307,False
theta,5LB,0.0024450764680562986,0.7314866506906919,0.9795105997518307,False
theta,1LC,0.03205469811539505,0.2633459895362409,0.9795105997518307,False
theta,2LC,0.0070438384436350655,0.734944716041638,0.9795105997518307,False
theta,3LC,-0.0026265211718518953,0.8667555272113445,0.9795105997518307,False
theta,4LC,-0.009180370546917452,0.5211914302211318,0.9795105997518307,False
theta,5LC,0.0012016104149007263,0.9410881580797993,0.9795105997518307,False
theta,1LD,0.057225558861247805,0.19629010220732523,0.9795105997518307,False
theta,2LD,0.009101251467631737,0.7475950002396021,0.9795105997518307,False
theta,3LD,-0.012675435784594695,0.5128305057716027,0.9795105997518307,False
theta,4LD,-0.0006060132002132327,0.97456362050289,0.9795105997518307,False
theta,1RA,0.0005805811064707731,0.9449454150669974,0.9795105997518307,False
theta,2RA,0.0059701364147955885,0.3583786986414057,0.9795105997518307,False
theta,3RA,-0.008729470912259328,0.3240587706598429,0.9795105997518307,False
theta,1RB,-0.003734225905462945,0.8183629578722349,0.9795105997518307,False
theta,2RB,-0.0032181400406549616,0.8292862993422633,0.9795105997518307,False
theta,3RB,0.0033899257602942345,0.7788459308088659,0.9795105997518307,False
theta,4RB,0.009057646949639661,0.37966047988876384,0.9795105997518307,False
theta,5RB,-0.0029798655991095453,0.7388327040873586,0.9795105997518307,False
theta,1RC,0.008608525973230923,0.7081471761980533,0.9795105997518307,False
theta,2RC,-0.009305558830912872,0.6024736134040478,0.9795105997518307,False
theta,3RC,0.0005072749618101148,0.9728427134347036,0.9795105997518307,False
theta,4RC,-0.007902774697337136,0.5658366868265038,0.9795105997518307,False
theta,5RC,0.001253415406285434,0.9102781120711255,0.9795105997518307,False
theta,1RD,-0.0019718793726610415,0.9437365178964038,0.9795105997518307,False
theta,2RD,-0.0323191035923766,0.11402000905627768,0.9795105997518307,False
theta,3RD,-0.014956353422568935,0.2799520168462438,0.9795105997518307,False
theta,4RD,-0.020320337402925694,0.04081576966196966,0.9795105997518307,False
