band,channel,coef,p_value,p_value_corrected,significant
alpha,4L,-0.0002793478822581224,0.16642166990322682,0.33646120219565423,False
alpha,5L,-0.0003362949226336083,0.11072093989326595,0.28786891019376715,False
alpha,6L,-0.0001970697309326777,0.30008745578679985,0.41345382797292424,False
alpha,7L,-0.00019098597908091824,0.2758325223442162,0.40038118706943365,False
alpha,8L,-0.0002086936425847176,0.2615413537109261,0.3984706966337088,False
alpha,9L,-0.00021706978929902712,0.10062942856755454,0.27525108402301685,False
alpha,10L,-0.00011016119753615416,0.4988924574187188,0.5784996424002203,False
alpha,1R,-0.00043870747651354546,0.003518836472201103,0.08152886537115785,False
alpha,2R,-0.00037124865006653496,0.052941116866423665,0.24491792079115565,False
alpha,3R,-0.00019931518778194569,0.2635048155158397,0.3984706966337088,False
alpha,4R,-0.00034168013048661893,0.08656752502973239,0.2597025750891972,False
alpha,5R,-0.0003453241582060671,0.08033043189334221,0.2597025750891972,False
alpha,6R,-0.00024125131752829635,0.2671157619235742,0.40038118706943365,False
alpha,7R,-0.0001645455588293277,0.3210905935194688,0.42667173429981264,False
alpha,8R,-0.0003069602456194374,0.06415312744112997,0.24491792079115565,False
alpha,9R,-0.00012038114961794767,0.339405444858782,0.4414644247813528,False
alpha,10R,-0.0001232739350434958,0.4991783075695795,0.5784996424002203,False
alpha,1LA,-0.00038951350042201456,0.03921250678308867,0.2279226956767029,False
alpha,2LA,-0.00024916429399517826,0.10437701282574666,0.2802078708154245,False
alpha,3LA,-0.0002958608745188742,0.060210376042165094,0.24491792079115565,False
alpha,1LB,-0.00016398338050848836,0.27194034476755613,0.40038118706943365,False
alpha,2LB,-0.00027513823553590775,0.031949146199938175,0.19808470643961668,False
alpha,3LB,-0.00027489800122092704,0.018765468675116165,0.1586535078896185,False
alpha,4LB,-0.00045669026892696305,0.00045159307117211434,0.03425709591893331,True
alpha,5LB,-0.0002763648271729353,0.06351161769549475,0.24491792079115565,False
alpha,1LC,-0.0001988785343852752,0.33313225012506154,0.4363563276286017,False
alpha,2LC,-0.00023622301462737928,0.08473431862044253,0.2597025750891972,False
alpha,3LC,-0.00021853658292155954,0.16261863388470033,0.33646120219565423,False
alpha,4LC,-0.00027851687363994546,0.062169611266664294,0.24491792079115565,False
alpha,5LC,-0.0001970750068281769,0.28186649537187936,0.40328590876284276,False
alpha,1LD,-0.00016082846800981353,0.3472574177455411,0.44313611373141154,False
alpha,2LD,-0.0001729155878977647,0.24859918239099288,0.3952089566215784,False
alpha,3LD,-0.00020640420317037528,0.09484637633097887,0.2714065538086472,False
alpha,4LD,-0.00027749764252969934,0.10545457503806296,0.2802078708154245,False
alpha,1RA,-0.0005341776883504646,0.0019148723358722599,0.050880893496034335,False
alpha,2RA,-0.000267694278524583,0.08610965663951753,0.2597025750891972,False
alpha,3RA,-0.000173460592893476,0.27467040543172594,0.40038118706943365,False
alpha,1RB,-0.00048456636925164567,0.0010751250723703642,0.03425709591893331,True
alpha,2RB,-0.00019072448737320058,0.2528859208780646,0.3952670696077312,False
alpha,3RB,-0.0002866975544135074,0.015264455382435703,0.14943098427016002,False
alpha,4RB,-0.00014852874359863117,0.19219274903495542,0.3620655099322928,False
alpha,5RB,-0.00021633505312798745,0.1273356298691484,0.30364650199566157,False
alpha,1RC,-0.0002427172512293798,0.14012542322016,0.3178454721823141,False
alpha,2RC,-0.0002799510662665338,0.013962169130308845,0.14427574767985807,False
alpha,3RC,-0.00014229088767308054,0.12566527201025895,0.30364650199566157,False
alpha,4RC,-0.0001773457107147613,0.19770734647517363,0.36409471727111187,False
alpha,5RC,-0.00021684811318117999,0.2057323580061482,0.3663648717088314,False
alpha,1RD,-7.762236528882341e-05,0.47944677122505286,0.5644120218218976,False
alpha,2RD,-0.00016664840054312176,0.07698177258588258,0.2597025750891972,False
alpha,3RD,8.050147066386206e-05,0.5221144231111288,0.594535461666105,False
alpha,4RD,-2.248769253854763e-05,0.8719856556499397,0.8960736571872309,False
beta,1Z,-8.649157076716054e-05,0.06452138773530444,0.24491792079115565,False
beta,2Z,-8.282113439654611e-05,0.23831581350177156,0.3888310641344694,False
beta,3Z,-0.00013842341236464863,0.027110061505050513,0.19494804762744294,False
beta,4Z,-4.639987304688821e-05,0.5503020011406653,0.6159388888828825,False
beta,6Z,-4.8098378576088134e-05,0.5759678049161081,0.6264912965754159,False
beta,7Z,2.6219632368899497e-06,0.96974809150038,0.9712026680521728,False
beta,8Z,-3.325091759277726e-05,0.5744532187293252,0.6264912965754159,False
beta,9Z,-4.334647749082768e-05,0.437837168677369,0.5187115501528066,False
beta,1L,-5.7238289994868833e-05,0.30438958572050134,0.41434036448057454,False
beta,2L,-8.102014133594633e-05,0.20681887919046937,0.3663648717088314,False
beta,3L,-8.11928206557383e-05,0.24392128651189848,0.39111516630356136,False
beta,4L,-0.00011150530677510881,0.15067385892159066,0.3297098559931278,False
beta,5L,-0.00013921069008597672,0.11440588451319134,0.28786891019376715,False
beta,6L,-7.150048157074344e-05,0.4086644419454547,0.49039733033454563,False
beta,7L,-4.076052044829807e-05,0.5902807104008121,0.6346370643615667,False
beta,8L,-4.1922680994503934e-05,0.5530204002335558,0.6159388888828825,False
beta,9L,-6.851460648624892e-05,0.27538470775702006,0.40038118706943365,False
beta,10L,2.494338945020074e-06,0.9712026680521728,0.9712026680521728,False
beta,1R,-0.00015143473349380092,0.013358583055537466,0.14427574767985807,False
beta,2R,-0.000120395023030485,0.054143665595335747,0.24491792079115565,False
beta,3R,-4.9696791362398456e-05,0.37954478937697933,0.46751874717959047,False
beta,4R,-0.00013878345521154323,0.0819227279671835,0.2597025750891972,False
beta,5R,-0.0001500197755722025,0.09752654587557484,0.27484753837662,False
beta,6R,-0.00010492271748087934,0.2926362868895638,0.4123511315262035,False
beta,7R,-6.405945563609093e-05,0.366324900782359,0.4542428769701252,False
beta,8R,-0.00012792246527145294,0.056647250778567804,0.24491792079115565,False
beta,9R,-5.473735550252905e-05,0.3515139531909961,0.44313611373141154,False
beta,10R,-3.137469827958382e-05,0.7222295012904554,0.7547874653918528,False
beta,1LA,-0.00014452477380876063,0.072836919572155,0.2597025750891972,False
beta,2LA,-6.804645659884458e-05,0.31236665819732934,0.4210159306137917,False
beta,3LA,-0.00012544425448719892,0.05510696461415389,0.24491792079115565,False
beta,1LB,-5.380999097812266e-05,0.3933284659238778,0.4759982842935237,False
beta,2LB,-9.238744876572323e-05,0.22328865052166247,0.377560809063902,False
beta,3LB,-8.964629994564944e-05,0.13604112321937029,0.3123907273926281,False
beta,4LB,-0.0001701717076994739,0.0039907186272508,0.08152886537115785,False
beta,5LB,-8.550850999055845e-05,0.17781289890192076,0.35184254463571557,False
beta,1LC,-8.109221156527859e-05,0.3477985279545852,0.44313611373141154,False
beta,2LC,-9.645220864954379e-05,0.16574069815234982,0.33646120219565423,False
beta,3LC,-0.00011006498050451265,0.08955996712811352,0.2644151410449066,False
beta,4LC,-9.339718175061772e-05,0.19371428109864008,0.3620655099322928,False
beta,5LC,-3.48841144654595e-05,0.6501544526568248,0.6910213039666824,False
beta,1LD,-3.821291450051162e-05,0.5620251598333649,0.6222421412440825,False
beta,2LD,-6.509979709997631e-05,0.19036233608831254,0.3620655099322928,False
beta,3LD,-5.872375060351261e-05,0.30518618243999307,0.41434036448057454,False
beta,4LD,-6.860206795137583e-05,0.27768372651589757,0.40038118706943365,False
beta,1RA,-0.00022530117836669998,0.0008572077126491694,0.03425709591893331,True
beta,2RA,-9.259706393800813e-05,0.2255137369039596,0.377887883460689,False
beta,3RA,-6.532439509464893e-05,0.3858757008469882,0.4721900023522355,False
beta,1RB,-0.00018218398867370444,0.008268780981116016,0.1183071740375061,False
beta,2RB,-2.7464875289926385e-05,0.6794202989931069,0.7180237250722606,False
beta,3RB,-0.0001644282041382978,0.01187419612539424,0.14360080695094707,False
beta,4RB,-3.197010780864759e-05,0.5985539674329876,0.6398335513938833,False
beta,5RB,-7.938728051059303e-05,0.16290510422448445,0.33646120219565423,False
beta,1RC,-7.312318862389629e-05,0.2999668718797792,0.41345382797292424,False
beta,2RC,-0.00011042593053156811,0.02320007571547106,0.17980058679490074,False
beta,3RC,-4.308889870873492e-06,0.9442497172820685,0.9597292208440696,False
beta,4RC,-5.4392752501138364e-05,0.3642063456324335,0.4542428769701252,False
beta,5RC,-5.95769921906391e-05,0.3526029292056393,0.44313611373141154,False
beta,1RD,8.305255362154719e-06,0.8527730076807896,0.8861216727856249,False
beta,2RD,-6.129650730537786e-05,0.14771755802714998,0.3270888784886892,False
beta,3RD,2.2781636775173888e-05,0.7223234883857517,0.7547874653918528,False
beta,4RD,3.133180787406238e-06,0.955485840611579,0.9658715562704006,False
