participant,band,channel,statistic,p_value,p_value_corrected,significant
10,beta,2RD,13199.0,0.455229319252485,0.5325324112010201,False
10,beta,3RD,10451.0,0.0007680088214440541,0.0026453637183072973,True
10,beta,4RD,12489.0,0.1547451091690738,0.2524788623284888,False
11,theta,1Z,11982.0,0.007258268530645971,0.017308178803848082,True
11,theta,2Z,10930.0,0.00027479835321812796,0.0010648436187202458,True
11,theta,3Z,11499.0,0.0017938316207870804,0.005001844061092454,True
11,theta,4Z,12361.0,0.019214310079678797,0.03722772577937767,True
11,theta,6Z,13607.0,0.22537700846988107,0.32496219825889827,False
11,theta,7Z,11208.0,0.0007090048610128086,0.002328920303919513,True
11,theta,8Z,9684.0,1.8702611721838488e-06,1.2884021408377625e-05,True
11,theta,9Z,12053.0,0.00878205705655183,0.02016620509282272,True
11,theta,1L,12131.0,0.010780068312410108,0.023870151263193813,True
11,theta,2L,11001.0,0.0003520601612842076,0.001283984117624757,True
11,theta,3L,13313.0,0.13920838831780508,0.21577300189259788,False
11,theta,4L,12261.0,0.015017523568323804,0.031036215374535863,True
11,theta,5L,13964.0,0.3740685556329747,0.44600481633162364,False
11,theta,6L,13727.0,0.2697569508189649,0.34843606147449635,False
11,theta,7L,13372.0,0.1540746029301918,0.22744346146837838,False
11,theta,8L,13766.0,0.2853920717827385,0.3538861690105958,False
11,theta,9L,12317.0,0.017255640715484268,0.034511281430968536,True
11,theta,10L,12810.0,0.053050379204069485,0.0939749574472088,False
11,theta,1R,11510.0,0.0018555227968568783,0.005001844061092454,True
11,theta,2R,13209.0,0.11572365389363307,0.18881227740540132,False
11,theta,3R,13355.0,0.14967245139214003,0.22633395088567518,False
11,theta,4R,14825.0,0.9134156347848056,0.9283896615845565,False
11,theta,5R,11485.0,0.0017180426131766483,0.005001844061092454,True
11,theta,6R,4883.0,7.71489704082116e-20,4.783236165309119e-18,True
11,theta,7R,7260.0,3.32317190017598e-12,5.150916445272769e-11,True
11,theta,8R,10404.0,3.8789733264642484e-05,0.0002404963462407834,True
11,theta,9R,11314.0,0.0010017770821353403,0.003105508954619555,True
11,theta,10R,10712.0,0.0001253112798680208,0.0005179532901211526,True
11,theta,1LA,13921.0,0.35349045947479096,0.4297334997536674,False
11,theta,2LA,13711.0,0.26351576784747754,0.34843606147449635,False
11,theta,3LA,13056.0,0.08696828898322136,0.1497787199155479,False
11,theta,1LB,14918.0,0.9804820706577878,0.9804820706577878,False
11,theta,2LB,13673.0,0.24909451230197965,0.3431968836160608,False
11,theta,3LB,14763.0,0.8690155289816816,0.9068340837799522,False
11,theta,4LB,14733.0,0.8476702041551808,0.9061302182348485,False
11,theta,5LB,13721.0,0.2674047269159249,0.34843606147449635,False
11,theta,1LC,9284.0,2.906703483207703e-07,2.574508799412537e-06,True
11,theta,2LC,10589.0,7.915463375762198e-05,0.0003775067148440433,True
11,theta,3LC,14628.0,0.7739348498096494,0.8418238717227766,False
11,theta,4LC,14524.0,0.7028578236230175,0.778164019011198,False
11,theta,5LC,11705.0,0.0033274833859559053,0.008595998747052755,True
11,theta,1LD,7119.0,1.3305848341052047e-12,2.749875323817423e-11,True
11,theta,2LD,9208.0,2.0116149012855121e-07,2.0786687313283628e-06,True
11,theta,3LD,13673.0,0.24909451230197965,0.3431968836160608,False
11,theta,4LD,14019.0,0.4014451757490961,0.46961511125365957,False
11,theta,1RA,14373.0,0.6042589167458123,0.6811645970589157,False
11,theta,2RA,10553.0,6.904157559162831e-05,0.00035671480722341295,True
11,theta,3RA,6083.0,9.762796569997612e-16,3.0264669366992596e-14,True
11,theta,1RB,12243.0,0.014354568387732379,0.030689077242738193,True
11,theta,2RB,13758.0,0.28213592793192244,0.3538861690105958,False
11,theta,3RB,14129.0,0.45968073170326107,0.5277815808444849,False
11,theta,4RB,9370.0,4.384140033728977e-07,3.3977085261399573e-06,True
11,theta,5RB,8349.0,2.2784863310121502e-09,2.8253230504550665e-08,True
11,theta,1RC,10536.0,6.470291660971846e-05,0.00035671480722341295,True
11,theta,2RC,13246.0,0.12369358750746698,0.1966410878323834,False
11,theta,3RC,12698.0,0.041751045071170646,0.07613425865919354,False
11,theta,4RC,11765.0,0.003959394817871395,0.00981929914832106,True
11,theta,5RC,10697.0,0.00011855882564467257,0.0005179532901211526,True
