participant,classifier,band,mean_accuracy,std_accuracy
1,LogisticRegression,theta,0.8178094194961665,0.042543002224685204
1,LogisticRegression,alpha,0.8178094194961665,0.042543002224685204
1,LogisticRegression,beta,0.8178094194961665,0.042543002224685204
1,SVM,theta,0.8467761956918582,0.021967752254256564
1,SVM,alpha,0.8467761956918582,0.021967752254256564
1,SVM,beta,0.8467761956918582,0.021967752254256564
1,LDA,theta,0.7997225264695145,0.04077324012710411
1,LDA,alpha,0.7997225264695145,0.04077324012710411
1,LDA,beta,0.7997225264695145,0.04077324012710411
1,KNN,theta,0.8214749908725812,0.01807506072912993
1,KNN,alpha,0.8214749908725812,0.01807506072912993
1,KNN,beta,0.8214749908725812,0.01807506072912993
1,RandomForest,theta,0.8383132530120481,0.02039528093445668
1,RandomForest,alpha,0.840759401241329,0.013675114889972736
1,RandomForest,beta,0.8323037604965317,0.011439650542755652
2,LogisticRegression,theta,0.9489856297548606,0.009655324804205303
2,LogisticRegression,alpha,0.9489856297548606,0.009655324804205303
2,LogisticRegression,beta,0.9489856297548606,0.009655324804205303
2,SVM,theta,0.9513877148492533,0.01139561746235063
2,SVM,alpha,0.9513877148492533,0.01139561746235063
2,SVM,beta,0.9513877148492533,0.01139561746235063
2,LDA,theta,0.9442307692307692,0.009734912381777908
2,LDA,alpha,0.9442307692307692,0.009734912381777908
2,LDA,beta,0.9442307692307692,0.009734912381777908
2,KNN,theta,0.949006762468301,0.007964986698836564
2,KNN,alpha,0.949006762468301,0.007964986698836564
2,KNN,beta,0.949006762468301,0.007964986698836564
2,RandomForest,theta,0.9430684699915469,0.005975307683414072
2,RandomForest,alpha,0.944258946182023,0.0059330550366272555
2,RandomForest,beta,0.9430684699915469,0.004640254983356013
3,LogisticRegression,theta,0.964179104477612,0.015220953771918774
3,LogisticRegression,alpha,0.964179104477612,0.015220953771918774
3,LogisticRegression,beta,0.964179104477612,0.015220953771918774
3,SVM,theta,0.964179104477612,0.01447068614154129
3,SVM,alpha,0.964179104477612,0.01447068614154129
3,SVM,beta,0.964179104477612,0.01447068614154129
3,LDA,theta,0.9597014925373136,0.010122880571828745
3,LDA,alpha,0.9597014925373136,0.010122880571828745
3,LDA,beta,0.9597014925373136,0.010122880571828745
3,KNN,theta,0.9611940298507463,0.00990037250852361
3,KNN,alpha,0.9611940298507463,0.00990037250852361
3,KNN,beta,0.9611940298507463,0.00990037250852361
3,RandomForest,theta,0.9582089552238806,0.020355495070128127
3,RandomForest,alpha,0.9611940298507463,0.02024576114365751
3,RandomForest,beta,0.9597014925373134,0.019229998099589755
4,LogisticRegression,theta,0.9169658417567096,0.03144551495256883
4,LogisticRegression,alpha,0.9169658417567096,0.03144551495256883
4,LogisticRegression,beta,0.9169658417567096,0.03144551495256883
4,SVM,theta,0.9446235622168002,0.028967527561497262
4,SVM,alpha,0.9446235622168002,0.028967527561497262
4,SVM,beta,0.9446235622168002,0.028967527561497262
4,LDA,theta,0.9037992331822935,0.04032384240211197
4,LDA,alpha,0.9037992331822935,0.04032384240211197
4,LDA,beta,0.9037992331822935,0.04032384240211197
4,KNN,theta,0.938018473335657,0.0312961403922469
4,KNN,alpha,0.938018473335657,0.0312961403922469
4,KNN,beta,0.938018473335657,0.0312961403922469
4,RandomForest,theta,0.9433164865806901,0.019269681979431606
4,RandomForest,alpha,0.9406849076333217,0.02523292654633732
4,RandomForest,beta,0.9393516904844894,0.017255070668277805
6,LogisticRegression,theta,0.9231788079470199,0.03008693163337894
6,LogisticRegression,alpha,0.9231788079470199,0.03008693163337894
6,LogisticRegression,beta,0.9231788079470199,0.03008693163337894
6,SVM,theta,0.9271523178807947,0.03578610883736768
6,SVM,alpha,0.9271523178807947,0.03578610883736768
6,SVM,beta,0.9271523178807947,0.03578610883736768
6,LDA,theta,0.9165562913907284,0.028592096880692572
6,LDA,alpha,0.9165562913907284,0.028592096880692572
6,LDA,beta,0.9165562913907284,0.028592096880692572
6,KNN,theta,0.9152317880794701,0.04380883551931452
6,KNN,alpha,0.9152317880794701,0.04380883551931452
6,KNN,beta,0.9152317880794701,0.04380883551931452
6,RandomForest,theta,0.919205298013245,0.04047869348327451
6,RandomForest,alpha,0.9271523178807947,0.03578610883736769
6,RandomForest,beta,0.9298013245033113,0.03897732177367463
7,LogisticRegression,theta,0.877601323407775,0.02784971662026819
7,LogisticRegression,alpha,0.877601323407775,0.02784971662026819
7,LogisticRegression,beta,0.877601323407775,0.02784971662026819
7,SVM,theta,0.89560794044665,0.03450716382579865
7,SVM,alpha,0.89560794044665,0.03450716382579865
7,SVM,beta,0.89560794044665,0.03450716382579865
7,LDA,theta,0.8750372208436724,0.026726120900030043
7,LDA,alpha,0.8750372208436724,0.026726120900030043
7,LDA,beta,0.8750372208436724,0.026726120900030043
7,KNN,theta,0.8840115798180314,0.039373601983650794
7,KNN,alpha,0.8840115798180314,0.039373601983650794
7,KNN,beta,0.8840115798180314,0.039373601983650794
7,RandomForest,theta,0.8955913978494623,0.02989247311827956
7,RandomForest,alpha,0.8891315136476428,0.03712954891351088
7,RandomForest,beta,0.8891480562448304,0.033071146728258304
8,LogisticRegression,theta,0.7417142857142858,0.020251480167622127
8,LogisticRegression,alpha,0.7417142857142858,0.020251480167622127
8,LogisticRegression,beta,0.7417142857142858,0.020251480167622127
8,SVM,theta,0.8697142857142858,0.02967029711027924
8,SVM,alpha,0.8697142857142858,0.02967029711027924
8,SVM,beta,0.8697142857142858,0.02967029711027924
8,LDA,theta,0.7462857142857142,0.019327468028900317
