participant,classifier,band,mean_accuracy,std_accuracy
19,LogisticRegression,alpha,0.7941661905668761,0.032972373783167724
19,SVM,alpha,0.7975052370976957,0.0454577965753715
19,LDA,alpha,0.7952516980892528,0.043724179919086045
19,KNN,alpha,0.7558877674093822,0.028492114076300937
19,RandomForest,alpha,0.7615438329207135,0.0329652381202483
19,LogisticRegression,beta,0.8740557354154763,0.01946926707286766
19,SVM,beta,0.875198374912715,0.026761028596932676
19,LDA,beta,0.8796673649463594,0.014727714694687142
19,KNN,beta,0.8189487716625404,0.02337929021010274
19,RandomForest,beta,0.8290674792103092,0.023740903600815023
21,LogisticRegression,theta,0.7489049704818129,0.026206497691961223
21,SVM,theta,0.7590427220212023,0.031433995108768306
21,LDA,theta,0.7455087919761316,0.025084245705958595
21,KNN,theta,0.6779089697200533,0.007391598788776407
21,RandomForest,theta,0.7229860978861169,0.007779045164119687
21,LogisticRegression,alpha,0.7478004189678156,0.03472057600664356
21,SVM,alpha,0.7623754205548149,0.016616088527760687
21,LDA,alpha,0.7511585094902558,0.024695006442021838
21,KNN,alpha,0.6756681267060242,0.020699149579437373
21,RandomForest,alpha,0.713946549863518,0.029372551441608385
21,LogisticRegression,beta,0.8513679933980829,0.03127952933785842
21,SVM,beta,0.9391988827524915,0.01678745354567764
21,LDA,beta,0.8366850758585667,0.026351190160315223
21,KNN,beta,0.9336316892020567,0.026827232534869922
21,RandomForest,beta,0.9380625912524598,0.010660735110385282
22,LogisticRegression,theta,0.6386740331491711,0.03590735206468933
22,SVM,theta,0.6088397790055249,0.049341687429317355
22,LDA,theta,0.6187845303867403,0.038436524046245486
22,KNN,theta,0.5270718232044199,0.05294651293131906
22,RandomForest,theta,0.6121546961325967,0.0319105614987705
22,LogisticRegression,alpha,0.6530386740331491,0.05175707592764803
22,SVM,alpha,0.6386740331491713,0.027646400007064763
22,LDA,alpha,0.6486187845303867,0.04083915715486483
22,KNN,alpha,0.5756906077348066,0.017610361823767098
22,RandomForest,alpha,0.5845303867403315,0.04065938009497036
22,LogisticRegression,beta,0.7845303867403315,0.04829121189704343
22,SVM,beta,0.8497237569060774,0.04921780652225432
22,LDA,beta,0.7834254143646409,0.039284837203604796
22,KNN,beta,0.8364640883977901,0.012886081535569726
22,RandomForest,beta,0.8386740331491712,0.031135917798022925
23,LogisticRegression,theta,0.8290909090909091,0.022805924511790022
23,SVM,theta,0.8048484848484849,0.023441308613107538
23,LDA,theta,0.823030303030303,0.01688289488143527
23,KNN,theta,0.7454545454545455,0.04486486187471938
23,RandomForest,theta,0.7709090909090909,0.04063770815573385
23,LogisticRegression,alpha,0.8400000000000001,0.02644536270214721
23,SVM,alpha,0.7842424242424242,0.03441228985837184
23,LDA,alpha,0.8266666666666668,0.028837278189988647
23,KNN,alpha,0.7163636363636364,0.03624222154600256
23,RandomForest,alpha,0.7793939393939394,0.04735036359908997
23,LogisticRegression,beta,0.8654545454545455,0.014545454545454554
23,SVM,beta,0.818181818181818,0.023315617044450117
23,LDA,beta,0.856969696969697,0.021203461435801114
23,KNN,beta,0.7357575757575757,0.026445362702147167
23,RandomForest,beta,0.7842424242424242,0.03128118278924591
24,LogisticRegression,theta,0.7623624161073825,0.022412586630232656
24,SVM,theta,0.7597136465324384,0.04583242699064147
24,LDA,theta,0.7717404921700224,0.02286309862685446
24,KNN,theta,0.6942997762863534,0.03889803915192413
24,RandomForest,theta,0.7343445190156599,0.050156241130498845
24,LogisticRegression,alpha,0.8037225950782997,0.024926630272389082
24,SVM,alpha,0.7423445190156599,0.024942658641175106
24,LDA,alpha,0.7997315436241611,0.013344139278375786
24,KNN,alpha,0.6502281879194631,0.02367375987873476
24,RandomForest,alpha,0.7143355704697987,0.05094387274886916
24,LogisticRegression,beta,0.8291454138702461,0.018837137522758025
24,SVM,beta,0.8090559284116331,0.027686063367515328
24,LDA,beta,0.8411543624161073,0.015142076633439623
24,KNN,beta,0.7170022371364653,0.024687820103863257
24,RandomForest,beta,0.7690201342281879,0.03285416416953307
25,LogisticRegression,theta,0.7402506765418031,0.03029331305117401
25,SVM,theta,0.7503204671699187,0.036260721767615064
25,LDA,theta,0.7216778236718416,0.03551945825948045
25,KNN,theta,0.6340834638940323,0.023848916695019252
25,RandomForest,theta,0.6980771969804871,0.04722278056682337
25,LogisticRegression,alpha,0.7722546645776955,0.04101811625159819
25,SVM,alpha,0.7469163936761144,0.05325418502342615
25,LDA,alpha,0.7840478564307078,0.03993519740747941
25,KNN,alpha,0.662640649480131,0.04241546682962367
25,RandomForest,alpha,0.7232872810141006,0.05352463100080232
25,LogisticRegression,beta,0.8702321606608745,0.022546443333108585
25,SVM,beta,0.8650477140008546,0.02889803094836042
25,LDA,beta,0.8600484261501211,0.015509976681633177
25,KNN,beta,0.7890756302521009,0.0402997058522165
25,RandomForest,beta,0.8245691496937757,0.024970500315615977
26,LogisticRegression,theta,0.8291440953412785,0.012805976117753906
26,SVM,theta,0.8039397222495814,0.011402858919662856
26,LDA,theta,0.8221313897370237,0.014360017383035847
26,KNN,theta,0.7647788830887423,0.031029370989301603
26,RandomForest,theta,0.823520141830001,0.010428624141997057
26,LogisticRegression,alpha,0.8361568009455332,0.016101430832534045
26,SVM,alpha,0.8081158278341377,0.019647170102819068
26,LDA,alpha,0.8305623953511277,0.015906906068441622
26,KNN,alpha,0.7661183886535998,0.011953600346450995
26,RandomForest,alpha,0.7969368659509505,0.011391674695119527
26,LogisticRegression,beta,0.866935881020388,0.006483207700021455
26,SVM,beta,0.8711218359105682,0.01169590009597179
26,LDA,beta,0.8669457303260121,0.015950901044141437
26,KNN,beta,0.8109228799369645,0.01399612321108293
26,RandomForest,beta,0.8445681079483898,0.025398767852970985
27,LogisticRegression,theta,0.6895348837209302,0.0394290368197199
27,SVM,theta,0.7317466085271318,0.04149981521954544
27,LDA,theta,0.6848352713178294,0.03399710113616558
27,KNN,theta,0.6037911821705426,0.025040014023469215
27,RandomForest,theta,0.6927204457364341,0.03531303353332495
27,LogisticRegression,alpha,0.7020954457364341,0.028154602949919092
27,SVM,alpha,0.695857558139535,0.04220359985144036
27,LDA,alpha,0.6942829457364341,0.031564559943065514
27,KNN,alpha,0.5990188953488372,0.029198479585649233
27,RandomForest,alpha,0.6615310077519381,0.05601744049857927
27,LogisticRegression,beta,0.7909399224806202,0.010571428980178207
27,SVM,beta,0.7846656976744186,0.031747451901494333
27,LDA,beta,0.7784278100775194,0.01583756803112164
27,KNN,beta,0.6911337209302325,0.0410021572975826
27,RandomForest,beta,0.7721293604651163,0.04680867287776787
28,LogisticRegression,theta,0.8265567765567765,0.018191948387298353
28,SVM,theta,0.8040645252183714,0.018127138516206894
28,LDA,theta,0.8170822766976613,0.014985622189296341
28,KNN,theta,0.7315581854043393,0.02362115392904699
28,RandomForest,theta,0.7529304029304029,0.026827944338789947
28,LogisticRegression,alpha,0.7980628346012961,0.02249775170156186
28,SVM,alpha,0.8052268244575937,0.007847009014442899
28,LDA,alpha,0.7992533107917723,0.026895095541884153
28,KNN,alpha,0.7220766413074106,0.020127489252880718
28,RandomForest,alpha,0.7566074950690336,0.028914666502062356
28,LogisticRegression,beta,0.8503663003663003,0.01416428953171907
28,SVM,beta,0.8444420963651733,0.01794179401844966
28,LDA,beta,0.8515426880811496,0.012990346162404524
28,KNN,beta,0.7874119470273317,0.026162003356800943
28,RandomForest,beta,0.8064666103127642,0.027886031625717414
29,LogisticRegression,theta,0.7987992368982157,0.005577997182271181
29,SVM,theta,0.7583211760745145,0.0385700043417024
29,LDA,theta,0.7642801032431825,0.02242075987048903
29,KNN,theta,0.6171249018067557,0.019990486985840626
29,RandomForest,theta,0.7507799349119065,0.02456087595458514
29,LogisticRegression,alpha,0.7987880148131523,0.031026416837563818
29,SVM,alpha,0.7657389743014252,0.025561633727855113
29,LDA,alpha,0.7942430703624733,0.022489629643780082
29,KNN,alpha,0.6696442599034901,0.02839922849417355
29,RandomForest,alpha,0.7387498597239366,0.022858370818226382
29,LogisticRegression,beta,0.885804062394793,0.04507047551443088
29,SVM,beta,0.8678262821232184,0.03743741399714879
29,LDA,beta,0.8753226349455728,0.036839081704962306
29,KNN,beta,0.7311973964762652,0.0329847529825403
29,RandomForest,beta,0.7927841993042307,0.03999466729657922
30,LogisticRegression,theta,0.7604790419161678,0.029335206500397337
30,SVM,theta,0.7664670658682635,0.02596345316009437
30,LDA,theta,0.7616766467065867,0.03244602918357861
30,KNN,theta,0.7137724550898203,0.03437772477702355
30,RandomForest,theta,0.7377245508982035,0.019823886655385425
30,LogisticRegression,alpha,0.7940119760479042,0.019532343030299514
30,SVM,alpha,0.8203592814371257,0.02808632191511035
30,LDA,alpha,0.7748502994011975,0.028742514970059866
30,KNN,alpha,0.7532934131736526,0.039064686060599006
30,RandomForest,alpha,0.7808383233532934,0.03136718767355399
30,LogisticRegression,beta,0.8479041916167664,0.012330095977229956
30,SVM,beta,0.9077844311377244,0.011734082600158976
30,LDA,beta,0.8491017964071856,0.012786920062312941
30,KNN,beta,0.9017964071856289,0.01718886238851177
30,RandomForest,beta,0.9221556886227544,0.01256058500802578
