PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Reading_time
16,2024/ 08/ 30,1725035708,0,ND,R1,99.20026060001692
16,2024/ 08/ 30,1725035708,1,ND,R2,141.28543630000786
16,2024/ 08/ 30,1725035708,2,D,R3,100.15706540000974
16,2024/ 08/ 30,1725035708,3,D,R4,100.15600570000242
16,2024/ 08/ 30,1725035708,4,ND,R5,113.21961540001212
16,2024/ 08/ 30,1725035708,5,ND,R6,113.23030120000476
16,2024/ 08/ 30,1725035708,6,D,R7,142.24043289999827
16,2024/ 08/ 30,1725035708,7,D,R8,100.21433980000438
