PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Reading_time
15,2024/ 08/ 29,1724974116,0,D,R1,52.620741100021405
15,2024/ 08/ 29,1724974116,1,D,R2,78.24565700002131
15,2024/ 08/ 29,1724974116,2,ND,R3,63.00394860000233
15,2024/ 08/ 29,1724974116,3,ND,R4,67.39570930000627
15,2024/ 08/ 29,1724974116,4,D,R5,84.13359599999967
15,2024/ 08/ 29,1724974116,5,D,R6,78.81894319999265
15,2024/ 08/ 29,1724974116,6,ND,R7,99.6645466000191
15,2024/ 08/ 29,1724974116,7,ND,R8,79.1976418000122
