PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Reading_time
2,2024/ 08/ 19,1724084766,0,D,R1,100.1573112999904
2,2024/ 08/ 19,1724084766,1,ND,R2,138.86814489995595
2,2024/ 08/ 19,1724084766,2,D,R3,86.44914359995164
2,2024/ 08/ 19,1724084766,3,ND,R4,99.19864820002113
2,2024/ 08/ 19,1724084766,4,D,R5,114.209440000006
2,2024/ 08/ 19,1724084766,5,ND,R6,113.22190900001442
2,2024/ 08/ 19,1724084766,6,D,R7,142.26241669995943
2,2024/ 08/ 19,1724084766,7,ND,R8,113.23131080000894
