PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Reading_time
24,2024/ 09/ 06,1725654654,0,ND,R1,99.20365470007528
24,2024/ 09/ 06,1725654654,1,ND,R2,141.28457920008805
24,2024/ 09/ 06,1725654654,2,D,R3,100.17803170008119
24,2024/ 09/ 06,1725654654,3,D,R4,100.17668349994346
24,2024/ 09/ 06,1725654654,4,ND,R5,113.22166709997691
24,2024/ 09/ 06,1725654654,5,ND,R6,113.23090809991118
24,2024/ 09/ 06,1725654654,6,D,R7,142.24371700000484
24,2024/ 09/ 06,1725654654,7,D,R8,114.20606009999756
