PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Reading_time
3,2024/ 06/ 07,1717801412,0,ND,R1,99.19317560000002
3,2024/ 06/ 07,1717801412,1,D,R2,142.24432439999998
3,2024/ 06/ 07,1717801412,2,ND,R3,99.18999859999997
3,2024/ 06/ 07,1717801412,3,D,R4,100.18642180000006
