PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Reading_time
18,2024/ 08/ 30,1725059066,0,D,R1,84.01189679995878
18,2024/ 08/ 30,1725059066,1,ND,R2,115.96905959997093
18,2024/ 08/ 30,1725059066,2,D,R3,100.15724440000486
18,2024/ 08/ 30,1725059066,3,ND,R4,89.03283260000171
18,2024/ 08/ 30,1725059066,4,D,R5,104.00472929998068
18,2024/ 08/ 30,1725059066,5,ND,R6,107.58351720002247
18,2024/ 08/ 30,1725059066,6,D,R7,126.00344359996961
18,2024/ 08/ 30,1725059066,7,ND,R8,105.44483389996458
