PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Reading_time
19,2024/ 09/ 03,1725402534,0,D,R1,100.18567650008481
19,2024/ 09/ 03,1725402534,1,D,R2,128.27924929989967
19,2024/ 09/ 03,1725402534,2,ND,R3,99.20298050006386
19,2024/ 09/ 03,1725402534,3,ND,R4,99.19402500009164
19,2024/ 09/ 03,1725402534,4,D,R5,114.21068919997197
19,2024/ 09/ 03,1725402534,5,D,R6,114.18572790001053
19,2024/ 09/ 03,1725402534,6,ND,R7,138.60958699998446
19,2024/ 09/ 03,1725402534,7,ND,R8,113.23067670001183
