PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Reading_time
30,2024/ 09/ 10,1726006409,0,D,R1,86.18072669999674
30,2024/ 09/ 10,1726006409,1,ND,R2,141.28360930015333
30,2024/ 09/ 10,1726006409,2,D,R3,100.17944339988753
30,2024/ 09/ 10,1726006409,3,ND,R4,99.19704089988954
30,2024/ 09/ 10,1726006409,4,D,R5,114.20742460014299
30,2024/ 09/ 10,1726006409,5,ND,R6,113.2319687998388
30,2024/ 09/ 10,1726006409,6,D,R7,142.26161459996365
30,2024/ 09/ 10,1726006409,7,ND,R8,113.21981410006993
