PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Reading_time
28,2024/ 09/ 10,1725991022,0,ND,R1,99.19782559992746
28,2024/ 09/ 10,1725991022,1,ND,R2,141.28790930006653
28,2024/ 09/ 10,1725991022,2,D,R3,100.17519529978745
28,2024/ 09/ 10,1725991022,3,D,R4,100.15770069998689
28,2024/ 09/ 10,1725991022,4,ND,R5,113.22890409990214
28,2024/ 09/ 10,1725991022,5,ND,R6,113.23100439994596
28,2024/ 09/ 10,1725991022,6,D,R7,142.26160770002753
28,2024/ 09/ 10,1725991022,7,D,R8,114.20965879992582
