PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Reading_time
25,2024/ 09/ 06,1725666846,0,ND,R1,74.21014700003434
25,2024/ 09/ 06,1725666846,1,D,R2,108.00563979998697
25,2024/ 09/ 06,1725666846,2,ND,R3,59.50463189999573
25,2024/ 09/ 06,1725666846,3,D,R4,74.3606737999944
25,2024/ 09/ 06,1725666846,4,ND,R5,74.08513760007918
25,2024/ 09/ 06,1725666846,5,D,R6,74.00662839994766
25,2024/ 09/ 06,1725666846,6,ND,R7,75.8656331000384
25,2024/ 09/ 06,1725666846,7,D,R8,74.00462420005351
