PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Reading_time
1,2024/ 08/ 09,1723237255,0,ND,R1,99.19035559997428
1,2024/ 08/ 09,1723237255,1,D,R2,142.2428620000137
1,2024/ 08/ 09,1723237255,2,ND,R3,99.19499290001113
1,2024/ 08/ 09,1723237255,3,D,R4,100.18667900003493
1,2024/ 08/ 09,1723237255,4,ND,R5,113.2193900999846
1,2024/ 08/ 09,1723237255,5,D,R6,114.18407509999815
1,2024/ 08/ 09,1723237255,6,ND,R7,141.2878103000112
1,2024/ 08/ 09,1723237255,7,D,R8,114.18455999996513
