PID,Date,Timestamp,BlockNo,BlockType,Paragraph_id,Reading_time
22,2024/ 09/ 05,1725567845,0,D,R1,100.1827418000903
22,2024/ 09/ 05,1725567845,1,ND,R2,141.27900700003374
22,2024/ 09/ 05,1725567845,2,D,R3,86.43413370009512
22,2024/ 09/ 05,1725567845,3,ND,R4,99.20264490006957
22,2024/ 09/ 05,1725567845,4,D,R5,114.21017159998883
22,2024/ 09/ 05,1725567845,5,ND,R6,113.22930830006953
22,2024/ 09/ 05,1725567845,6,D,R7,142.27022900001612
22,2024/ 09/ 05,1725567845,7,ND,R8,113.22768110001925
